_id,place_id,mon_start,mon_end,mon_name,mon_description,tue_start,tue_end,tue_name,tue_description,wed_start,wed_end,wed_name,wed_description,thu_start,thu_end,thu_name,thu_description,fri_start,fri_end,fri_name,fri_description,sat_start,sat_end,sat_name,sat_description,sun_start,sun_end,sun_name,sun_description
1,1,,,,,,,,,11:00,14:00,,,11:00,14:00,,,11:00,14:00,,,11:00,15:30,,,11:00,15:30,,
2,1,,,,,,,,,,,,,,,,,,,,,11:00,14:30,,,11:00,14:30,,
3,1,11:00,15:30,,,,,,,11:00,14:00,,,11:00,14:00,,,11:00,14:00,,,11:00,15:30,,,11:00,15:30,,
4,1,,,,,,,,,,,,,,,,,,,,,11:00,15:30,,,11:00,15:30,,
5,1,,,,,,,,,,,,,11:00,14:00,,,11:00,14:00,,,11:00,15:30,,,11:00,15:30,,
6,1,,,,,,,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,
7,1,11:00,15:30,,,,,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,
8,1,,,,,,,,,,,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,
9,2,,,,,,,,,14:00,17:30,,,,,,,,,,,14:00,17:30,,,,,,
10,2,,,,,,,,,14:00,17:30,,,,,,,,,,,14:00,17:30,,,14:00,17:30,,
11,2,,,,,,,,,,,,,,,,,,,,,14:00,17:30,,,,,,
12,2,14:00,17:30,,,,,,,14:00,17:30,,,,,,,,,,,14:00,17:30,,,,,,
13,2,,,,,,,,,14:00,17:30,,,,,,,,,,,,,,,,,,
14,4,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
15,4,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
16,4,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
17,3,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
18,3,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
19,3,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
20,5,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
21,5,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
22,5,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
23,6,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
24,6,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
25,6,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
26,7,,,,,,,,,11:00,16:30,,,,,,,,,,,,,,,,,,
27,8,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
28,8,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
29,8,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
30,9,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
31,9,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
32,9,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
33,11,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
34,11,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
35,11,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
36,13,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
37,13,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
38,13,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
39,14,,,,,,,,,,,,,,,,,,,,,09:00,14:30,,,09:00,14:30,,
40,14,,,,,,,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,,,,,
41,14,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,
42,14,,,,,,,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,
43,14,,,,,,,,,09:00,14:30,,,09:00,14:30,,,09:00,14:30,,,09:00,16:00,,,09:00,16:00,,
44,14,,,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,
45,14,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,
46,14,,,,,,,,,,,,,,,,,,,,,09:00,Dusk,,,09:00,Dusk,,
47,14,,,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,
48,14,,,,,,,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,,,,
49,14,,,,,,,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,,09:00,Dusk,,
50,14,,,,,,,,,,,,,,,,,,,,,09:00,15:00,,,09:00,15:00,,
51,14,,,,,,,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,,,,
52,14,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,
53,14,,,,,,,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,
54,14,,,,,,,,,09:00,15:00,,,09:00,15:00,,,09:00,15:00,,,09:00,17:00,,,09:00,17:00,,
55,14,,,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,
56,17,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
57,17,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
58,17,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
59,15,,,,,,,,,,,,,,,,,,,,,11:00,16:00,,,11:00,16:00,,
60,15,11:00,16:00,,,,,,,,,,,,,,,,,,,,,,,,,,
61,15,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
62,15,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
63,16,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,10:00,16:00,,
64,16,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,
65,16,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
66,16,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
67,16,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,
68,16,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,,,,,
69,16,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,,09:00,16:00,,
70,16,,,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,,09:00,17:00,,
71,16,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,
72,16,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
73,16,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
74,16,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
75,16,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,
76,16,09:30,16:00,,,09:30,16:00,,,09:30,16:00,,,09:30,16:00,,,09:30,16:00,,,09:30,16:00,,,09:30,16:00,,
77,16,,,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,,09:30,17:00,,
78,16,10:00,17:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
79,16,,,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
80,18,,,,,,,,,,,,,,,,,,,,,10:30,15:30,,,10:30,15:30,,
81,18,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,,,,
82,18,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,
83,18,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,
84,18,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,,,,,,,,
85,18,10:30,16:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,
86,18,,,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,
87,18,10:30,15:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,
88,18,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,16:30,,,10:30,16:30,,
89,18,,,,,,,,,,,,,,,,,,,,,08:00,18:00,,,08:00,18:00,,
90,18,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,,,,
91,18,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,
92,18,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,,08:00,18:00,,
93,18,10:00,20:00,,,10:00,20:00,,,10:00,20:00,,,10:00,20:00,,,10:00,20:00,,,08:00,20:00,,,08:00,20:00,,
94,18,08:00,20:00,,,10:00,20:00,,,10:00,20:00,,,10:00,20:00,,,08:00,20:00,,,08:00,20:00,,,08:00,20:00,,
95,18,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,10:00,16:00,,
96,18,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,
97,18,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
98,18,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
99,18,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,,,,
100,18,10:00,17:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
101,18,,,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
102,18,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
103,18,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,
104,18,,,,,,,,,,,,,,,,,,,,,10:30,15:00,,,10:30,15:00,,
105,18,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,
106,18,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,
107,18,10:30,16:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,
108,18,,,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,
109,18,10:30,15:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,
110,18,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,15:00,,,10:30,16:30,,,10:30,16:30,,
111,18,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,20:00,,,10:00,17:00,,
112,18,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,
113,18,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,,,,,
114,18,10:30,16:00,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,
115,18,10:30,15:30,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,
116,18,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:00,16:00,,,10:00,16:00,,
117,19,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,10:00,16:00,,
118,19,,,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,,,,
119,19,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
120,19,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
121,19,,,,,,,,,,,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,
122,19,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
123,19,,,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
124,19,,,,,,,,,,,,,,,,,,,,,,,,Open all day,,,,Open all day
125,19,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,
126,19,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day,,,,Open all day
127,19,,,,,,,,,,,,,11:00,15:00,,,11:00,15:00,,,11:00,15:00,,,,,,
128,19,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,
129,19,,,,,,,,,,,,,,,,,,,,,11:00,15:00,,,11:00,15:00,,
130,19,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:30,,,10:00,16:30,,
131,20,,,,,,,,,11:00,17:00,,,,,,,,,,,11:00,17:00,,,11:00,17:00,,
132,20,,,,,,,,,11:00,17:00,,,,,,,,,,,,,,,,,,
133,21,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,
134,21,,,,,,,,,,,,,,,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,
135,21,,,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,,11:30,16:00,,
136,21,,,,,,,,,,,,,,,,,,,,,11:00,15:00,,,11:00,15:00,,
137,21,,,,,,,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,,,,
138,21,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,
139,21,,,,,,,,,,,,,,,,,,,,,10:30,15:30,,,10:30,15:30,,
140,21,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,,,,,10:30,17:00,,,10:30,17:00,,
141,21,11:00,15:00,,,,,,,,,,,,,,,,,,,11:00,15:00,,,11:00,15:00,,
142,21,,,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,
143,21,,,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,10:30,16:00,,,,,,
144,21,,,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,
145,21,,,,,,,,,,,,,,,,,,,,,10:00,15:30,,,10:00,15:30,,
146,21,10:30,17:00,,,10:30,17:00,,,12:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,,10:30,17:00,,
147,21,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
148,21,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
149,21,11:00,16:00,,,11:00,16:00,,,,,,,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
150,21,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,,,,,,,,
151,22,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
152,22,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
153,22,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
154,23,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
155,23,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
156,23,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
157,24,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,,,,
158,24,,,,,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
159,24,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,,,,
160,24,11:00,16:00,,,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
161,24,,,,,,,,,,,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
162,24,,,,,,,,,,,,,,,,,,,,,07:00,18:00,,,07:00,18:00,,
163,24,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,,,,
164,24,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,,07:00,18:00,,
165,24,,,,,,,,,,,,,,,,,,,,,11:00,16:00,,,11:00,16:00,,
166,24,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,
167,24,,,,,,,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,,11:00,17:00,,
168,24,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
169,24,11:00,17:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,,11:00,16:00,,
170,24,11:00,16:00,,,,,,,,,,,,,,,,,,,11:00,16:00,,,11:00,16:00,,
171,24,,,,,,,,,,,,,,,,,,,,,,,,07:00 17:00,,,,07:00 17:00
172,24,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,
173,24,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00,,,,07:00 17:00
174,24,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,10:00,16:00,,
175,24,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,
176,24,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
177,24,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
178,24,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
179,24,10:00,17:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
180,24,,,,,,,,,,,,,,,,,,,,,09:00,16:00,,,10:00,16:00,,
181,24,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,09:00,16:00,,,,,,
182,24,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,09:00,16:00,,,10:00,16:00,,
183,24,10:00,16:00,,,10:00,16:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
184,24,,,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,09:00,16:00,,,10:00,16:00,,
185,24,10:00,17:00,,,10:00,17:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,09:00,16:00,,,10:00,16:00,,
186,25,,,,,,,,,,,,,,,,,,,,,10:00,17:00,,,10:00,17:00,,
187,25,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,
188,25,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,
189,25,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,10:00,17:00,,,,,,,10:00,17:00,,,10:00,17:00,,
190,25,,,,,,,,,,,,,,,,,,,,,10:00,16:00,,,10:00,16:00,,
191,25,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,
192,25,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
193,25,,,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,
194,25,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,10:00,16:00,,,,,,,10:00,16:00,,,10:00,16:00,,
195,25,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
196,25,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
197,25,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
198,25,,,,,,,,,,,,,,,,,,,,,10:00,16:30,,,10:00,16:30,,
199,25,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,,,,
200,25,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,
201,25,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,10:00,16:30,,,,,,,10:00,16:30,,,10:00,16:30,,
202,26,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
203,26,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
204,26,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
205,27,,,,,,,,,,,,,,,,,,,,,Dawn,Dusk,,,Dawn,Dusk,,
206,27,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,,,,
207,27,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,,Dawn,Dusk,,
208,29,,,,,,,,,,,,,,,,,,,,,11:00,15:30,,,11:00,15:30,,
209,29,,,,,,,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,10:30,15:30,,,,,,
210,29,,,,,,,,,,,,,,,,,,,,,10:30,15:30,,,10:30,15:30,,
211,29,10:30,16:30,,,,,,,,,,,,,,,10:30,16:30,,,10:30,16:30,,,10:30,16:30,,
212,29,10:40,16:30,,,,,,,,,,,,,,,10:40,16:30,,,10:40,16:30,,,10:40,16:30,,
213,29,11:00,15:30,,,,,,,,,,,,,,,11:00,15:30,,,11:00,15:30,,,11:00,15:30,,
