_id,lid,place_id,label
1156,4,439,Active Base
1157,1,441,Countryside
1158,1,442,Abereiddi to Abermawr
1159,1,444,Park
1160,2,444,Car park
1161,3,444,Cycle hire
1162,4,444,Discovery Centre
1163,5,444,Café
1164,6,444,Shop
1165,7,444,Toilet
1166,8,444,Walled kitchen garden
1167,1,443,House
1168,2,443,Garden
1169,1,445,Coastline
1170,1,446,Coastline
1171,1,447,Watermill
1172,1,451,Cottage
1173,1,449,Great Hall
1174,2,449,Grounds
1175,1,448,Mill
1176,2,448,Sawmill Snacks
1177,1,452,Allan Bank
1178,1,450,Nature reserve
1179,1,453,Clyston Mill
1180,1,455,Levant Beam Engine
1181,1,456,Castle
1182,1,457,Garden
1183,2,457,Parkland
1184,3,457,Car park
1185,4,457,House
1186,5,457,Shop
1187,6,457,Book Barn
1188,7,457,Strode Café
1189,1,458,Horsey Windpump
1190,2,458,Car Park
1191,3,458,Café
1192,1,459,Countryside
1193,1,461,Garden (last entry 4pm)
1194,2,461,Tea Shed
1195,1,460,House
1196,2,460,Visitor centre and Cottage Garden
1197,1,462,Pentire
1198,2,462,Pentyr Café
1199,1,463,King John's Hunting Lodge
1200,1,464,Great Coxwell Barn
1201,1,465,St John's Jerusalem
1202,1,467,Dovecote
1203,1,466,Countryside
1204,2,466,Garden and tea room
1205,3,466,Rock Houses
1206,1,469,Castle
1207,2,469,Car Park
1208,3,469,Shop
1209,4,469,Wharf Tea-room
1210,5,469,Castle grounds
1211,6,469,Castle View Cafe
1212,7,469,Riverside Second-hand Bookshop
1213,1,468,Beach
1214,2,468,Beach car park
1215,3,468,Farmhouse
1216,4,468,Campsite
1217,1,471,Pub
1218,1,470,Boarstall Duck Decoy
1219,1,472,The Buscot and Coleshill Estates
1220,2,472,Mill and Replica Bunker
1221,1,473,Rayleigh Mount
1222,1,474,Countryside
1223,1,476,House state rooms
1224,2,476,Servants quarters and doll's house
1225,3,476,Café
1226,4,476,Garden
1227,5,476,Second-hand bookshop
1228,1,475,Mansion ground floor
1229,2,475,Mansion basement
1230,3,475,Carriage House Café
1231,4,475,Park
1232,5,475,Playground
1233,6,475,Shop
1234,7,475,Walled garden
1235,8,475,Mansion tea-room
1236,1,477,Castle
1237,1,478,Hill
1238,1,479,Grounds
1239,2,479,Little Orchard Tea-room
1240,3,479,Visitor Centre
1241,1,480,White Park Bay
1242,2,480,Car Park
1243,1,481,Manor house
1244,2,481,Garden
1245,1,482,House
1246,2,482,Café 
1247,3,482,Car Park
1248,4,482,Garden
1249,5,482,Parkland
1250,6,482,Shop
1251,7,482,Second-hand bookshop
1252,1,483,Countryside
1253,1,484,House
1254,2,484,Café
1255,3,484,Car Park
1256,4,484,Garden
1257,5,484,Mill
1258,6,484,Park
1259,7,484,Restaurant
1260,8,484,Shop
1261,9,484,Stables
1262,1,485,Woodland
1263,2,485,Car parks
1264,3,485,Walled garden
1265,4,485,The Gallery
1266,5,485,Tea-room
1267,6,485,Second-hand bookshop
1268,1,486,Park
1269,2,486,Courtyard Café
1270,1,488,Park
1271,2,488,Round House
1272,1,489,Countryside
1273,1,487,House
1274,2,487,Farmhouse
1275,3,487,Garden
1276,4,487,Parkland
1277,5,487,Lichfield Apartments
1278,6,487,Servants' quarters
1279,7,487,Shop
1280,8,487,Mansion Tea-room
1281,9,487,Walled garden
1282,10,487,Park Farm Café
1283,1,490,House
1284,2,490,Garden
1285,1,491,House
1286,2,491,Aviary
1287,3,491,Gardens
1288,4,491,Manor restaurant
1289,5,491,Shop
1290,6,491,Woodland playground
1291,7,491,House exhibition
1292,8,491,Coach House gallery
1293,9,491,Food to Go outlets
1294,1,492,House
1295,2,492,Car parks
1296,3,492,Estate and quay
1297,4,492,Garden
1298,5,492,Barn Restaurant
1299,6,492,Shop and plant sales
1300,7,492,Bull Pen Gallery
1301,8,492,The Edgcumbe Tea-Room
1302,9,492,Mill
1303,10,492,Sawmill Snacks
1304,1,493,Manor house
1305,1,495,Hall 
1306,2,495,Gardens
1307,3,495,Restaurant
1308,1,494,Church
1309,1,497,Countryside
1310,1,496,Garden and Woodlands
1311,2,496,Shop
1312,3,496,Chapel
1313,4,496,The Conservatory Café
1314,5,496,Woodland car park
1315,6,496,Refreshment kiosk
1316,7,496,Second-hand bookshop
1317,8,496,Storybook play area and Maze
1318,1,499,Chapel Porth countryside
1319,2,499,Car park
1320,1,498,Coastline
1321,1,501,Watermill
1322,2,501,Cafe 
1323,3,501,Second-hand bookshop
1324,1,500,Coastline
1325,2,500,Car park
1326,1,504,Ilam Park
1327,2,504,Dovedale carpark
1328,3,504,Ilam Park tea-room
1329,4,504,Ilam Park Changing Place
1330,1,502,Coleton Fishacre house 
1331,2,502,Garden
1332,3,502,Café Coleton
1333,4,502,Shop
1334,5,502,Food Kiosk
1335,1,507,Countryside
1336,1,506,Countryside
1337,1,505,Countryside
1338,1,509,House
1339,2,509,Garden
1340,3,509,Restaurant
1341,4,509,Shop
1342,1,508,Countryside
1343,1,511,Assembly Rooms
1344,2,511,Shop
1345,1,510,Chapel
1346,1,512,Countryside
1347,1,514,Garden
1348,2,514,Shop
1349,3,514,Tea-room
1350,1,513,Coastline
1351,2,513,Countryside
1352,3,513,Old Coastguard Station
1353,4,513,Ravenscar Visitor Centre
1354,1,516,Westwood Manor
1355,1,517,Leigh Woods
1356,1,515,Estate
1357,1,519,Spade Mill
1358,1,518,Old Bakery
1359,2,518,Countryside
1360,3,518,Mill
1361,1,520,Countryside
1362,1,521,Countryside
1363,1,522,Countryside
1364,1,523,Countryside
1365,1,524,Coastline
1366,1,525,Countryside
1367,1,526,Countryside
1368,1,527,Farmhouse
1369,1,528,House
1370,1,530,House
1371,2,530,Garden
1372,3,530,Park
1373,4,530,Second-hand bookshop
1374,5,530,Shop
1375,6,530,Stables Café
1376,7,530,Winter Exhibition in House Basement
1377,8,530,Cycle hire
1378,1,533,Lodge Park
1379,2,533,Sherborne Estate
1380,1,534,Countryside
1381,2,534,Car park
1382,3,534,Sandleigh tea-room
1383,1,536,House
1384,2,536,Grounds
1385,3,536,Tea-room
1386,1,537,Castle
1387,2,537,Garden
1388,3,537,Park
1389,4,537,Tea-room
1390,5,537,Second-hand bookshop
1391,1,538,Manor house
1392,2,538,Garden
1393,3,538,Priest's House
1394,4,538,Shop
1395,5,538,Café
1396,6,538,Second-hand bookshop
1397,1,539,Coastline
1398,1,540,Lighthouse
1399,2,540,Tea-room
1400,3,540,Takeaway kiosk
1401,4,540,Toilets
1402,1,541,Countryside
1403,1,542,House
1404,1,545,Manor house
1405,2,545,Garden
1406,3,545,Great Hall
1407,4,545,Shop
1408,5,545,Tea-room
1409,1,548,House
1410,2,548,Estate
1411,3,548,Cow Barn Café
1412,4,548,Pavilion Café
1413,5,548,Shop
1414,6,548,Second-hand bookshop
1415,1,547,Watermill
1416,2,547,Car Park
1417,3,547,Tea-room
1418,1,546,Arboretum
1419,2,546,Tea-room
1420,1,549,Garden
1421,2,549,Estate
1422,3,549,Restaurant
1423,4,549,Shop
1424,5,549,Tower
1425,6,549,Long Library
1426,7,549,South Cottage
1427,8,549,Coffee Shop
1428,9,549,Exhibition
1429,1,550,House
1430,1,551,Countryside
1431,1,552,Countryside
1432,1,554,Countryside
1433,1,555,Philipps House
1434,2,555,Dinton Park
1435,1,556,Mines
1436,2,556,Estate and walks
1437,3,556,Car Park
1438,4,556,Caravan site
1439,1,557,House
1440,2,557,Garden
1441,3,557,Tea-room
1442,1,558,Park
1443,1,559,Countryside
1444,2,559,Sidmouth shop
1445,1,562,Garden
1446,2,562,House
1447,1,563,Countryside
1448,2,563,Pantry
1449,1,561,New Battery
1450,2,561,Old Battery
1451,3,561,Tea-room
1452,1,564,Countryside
1453,1,566,Cottage
1454,1,567,Manor house
1455,1,568,Manor house
1456,1,570,House
1457,2,570,Garden
1458,1,571,House
1459,2,571,Café
1460,3,571,Grounds
1461,4,571,Park
1462,5,571,Shop
1463,6,571,Kiosk
1464,1,575,House
1465,2,575,Car Parks 
1466,3,575,Garden
1467,4,575,Parkland
1468,5,575,Restaurant
1469,6,575,Shop
1470,7,575,Natural play area
1471,1,577,House
1472,2,577,Entrance point
1473,3,577,Garden
1474,4,577,Kiosk - Park Centre
1475,5,577,Park
1476,6,577,Restaurant
1477,7,577,Shop
1478,8,577,Second Hand bookshop
1479,1,579,Abbey and water garden admission
1480,2,579,Visitor centre car park
1481,3,579,Visitor centre shop
1482,4,579,Visitor centre restaurant
1483,5,579,Studley refreshments
1484,6,579,Studley Royal Deer Park
1485,7,579,Studley Royal car park
1486,8,579,St Mary's Church
1487,1,578,Countryside
1488,2,578,Kiosk
1489,3,578,Visitor centre
1490,4,578,Second-hand bookshop
1491,1,580,Sticklebarn
1492,2,580,Countryside
1493,3,580,Great Langdale Campsite
1494,1,581,House
1495,2,581,Garden
1496,3,581,Shop
1497,4,581,Tea-room
