_id,place_id,image_id,version,image_index
364,208,production/208_4,1573046162,4
365,208,production/208_5,1573046162,5
366,21,production/21_4,1418386126,0
367,21,production/21_2,1418386131,1
368,21,production/21_1,1418386175,2
369,21,production/21_3,1418386195,3
370,21,production/21_5,1418386359,4
371,210,production/210_1,1450197386,0
372,211,production/211_1,1418680006,0
373,212,production/212_1,1418679957,0
374,212,production/212_3,1418680053,1
375,212,production/212_2,1418680058,2
376,213,production/213_3,1418388729,0
377,213,production/213_1,1418388701,1
378,213,production/213_2,1418388697,2
379,214,production/214_1,1418680004,0
380,214,production/214_2,1418680018,1
381,214,production/214_3,1418680077,2
382,215,production/215_3,1418487870,0
383,215,production/215_4,1418487796,1
384,215,production/215_5,1418487786,2
385,215,production/215_2,1418487807,3
386,215,production/215_1,1418487751,4
387,216,production/216_3,1418388494,0
388,216,production/216_5,1418388511,1
389,216,production/216_4,1418388513,2
390,216,production/216_1,1418388699,3
391,216,production/216_2,1418388725,4
392,218,production/218_2,1418680173,0
393,218,production/218_1,1418680184,1
394,218,production/218_5,1418680209,2
395,218,production/218_3,1418680215,3
396,218,production/218_4,1418680218,4
397,217,production/217_5,1657790522,0
398,217,production/217_4,1418680139,1
399,217,production/217_1,1418680126,2
400,217,production/217_2,1418680123,3
401,217,production/217_3,1418680097,4
402,22,production/22_1,1432635323,0
403,22,production/22_3,1418674656,1
404,22,production/22_5,1418674565,2
405,22,production/22_4,1418674546,3
406,22,production/22_2,1418674544,4
407,219,production/219_1,1422282260,0
408,221,production/221_2,1418680244,0
409,221,production/221_3,1418680272,1
410,221,production/221_1,1418680296,2
411,222,production/222_1,1418491237,0
412,223,production/223_1,1418491232,0
413,224,production/224_3,1421764678,0
414,224,production/224_5,1421764689,1
415,224,production/224_1,1421764690,2
416,224,production/224_2,1421764700,3
417,225,production/225_1,1418388543,0
418,226,production/226_2,1418680292,0
419,226,production/226_4,1418680296,1
420,226,production/226_1,1418680318,2
421,226,production/226_3,1418680326,3
422,226,production/226_5,1418680371,4
423,228,production/228_,1418680333,0
424,228,production/228_2,1418680380,1
425,228,production/228_3,1418680390,2
426,228,production/228_4,1418680397,3
427,228,production/228_1,1418680401,4
428,228,production/228_5,1418680424,5
429,227,production/227_3,1418484062,0
430,227,production/227_1,1418484092,1
431,227,production/227_2,1418484123,2
432,23,production/23_2,1418482464,0
433,23,production/23_3,1418482445,1
434,23,production/23_1,1418482384,2
435,229,production/229_1,1614687661,0
436,229,production/229_3,1418484089,1
437,229,production/229_5,1418484110,2
438,229,production/229_2,1418484103,3
439,230,production/230_1,1421757154,0
440,231,production/231_2,1418388535,0
441,231,production/231_3,1418388540,1
442,231,production/231_4,1418388544,2
443,231,production/231_5,1418388547,3
444,231,production/231_1,1418388569,4
445,232,production/232_3,1418484238,0
446,232,production/232_1,1418484128,1
447,232,production/232_4,1418484305,2
448,232,production/232_2,1418484296,3
449,233,production/233_3,1421771921,0
450,233,production/233_5,1421771888,1
451,233,production/233_4,1421771881,2
452,233,production/233_2,1421771879,3
453,233,production/233_1,1421771876,4
454,235,production/235_1,1418491360,0
455,236,production/236_4,1417708386,0
456,236,production/236_1,1417708373,1
457,236,production/236_3,1417708292,2
458,236,production/236_2,1417708225,3
459,236,production/236_5,1417708222,4
460,2362,production/2362_1,1433174363,0
461,2362,production/2362_6,1418679003,1
462,2362,production/2362_8,1418678980,2
463,2362,production/2362_7,1418678958,3
464,2362,production/2362_9,1418678936,4
465,2362,production/2362_3,1418678895,5
466,2362,production/2362_5,1418678883,6
467,2362,production/2362_2,1418678846,7
468,2362,production/2362_4,1418678830,8
469,2361,2361_2,1659538110,0
470,2361,production/2361_1,1422265970,1
471,2361,production/2361_3,1422265968,2
472,2364,production/2364_2,1523875553,0
473,2364,production/2364_1,1523875550,1
474,2364,production/2364_3,1523875543,2
475,2364,production/2364_4,1422370176,3
476,2365,production/2365_1,1418136152,0
477,2367,production/2367_1,1436172994,0
478,2367,production/2367_2,1418390717,1
479,237,production/237_1,1418484230,0
480,237,production/237_3,1418484220,1
481,237,production/237_5,1418484225,2
482,238,production/238_1,1422446608,0
483,239,production/239_1,1418680503,0
484,239,production/239_3,1418680526,1
485,241,production/241_3,1418491333,0
486,241,production/241_2,1418491341,1
487,241,production/241_1,1418491345,2
488,241,production/241_4,1418491354,3
489,24,production/24_5,1418482497,0
490,24,production/24_4,1418482498,1
491,24,production/24_1,1418482434,2
492,242,production/242_1,1418491358,0
493,242,production/242_2,1418491413,1
494,242,production/242_3,1418491426,2
495,242,production/242_4,1418491443,3
496,242,production/242_5,1418491479,4
497,243,production/243_4,1418484297,0
498,243,production/243_1,1418484346,1
499,243,production/243_3,1418484358,2
500,243,production/243_2,1418484359,3
501,243,production/243_5,1418484417,4
502,245,production/245_1,1546435950,0
503,245,production/245_2,1504798844,1
504,244,production/244_1,1450197065,0
505,247,production/247_1,1436967980,0
506,246,production/246_1,1418680475,0
507,249,production/249_10,1505401216,0
508,249,production/249_9,1505401215,1
509,249,production/249_8,1505401210,2
510,249,production/249_7,1505401219,3
511,249,production/249_6,1505401216,4
512,249,production/249_5,1505401214,5
513,249,production/249_4,1505401212,6
514,249,production/249_3,1497432476,7
515,249,production/249_2,1497432421,8
516,249,production/249_1,1429693384,9
517,25,production/25_1,1418674595,0
518,250,production/250_2,1418491437,0
519,250,production/250_1,1418491465,1
520,250,production/250_3,1418491495,2
521,2503,production/2503_2,1418485582,0
522,2503,production/2503_1,1418485612,1
523,2503,production/2503_3,1418485646,2
524,2504,production/2504_1,1418488470,0
525,2504,production/2504_3,1418488505,1
526,2504,production/2504_2,1418488482,2
527,2504,production/2504_4,1418488537,3
528,2504,production/2504_5,1418488539,4
529,2505,production/2505_2,1418488559,0
530,2505,production/2505_3,1418488573,1
531,2505,production/2505_1,1418488578,2
532,2506,production/2506_4,1418390651,0
533,2506,production/2506_1,1418390670,1
534,2506,production/2506_5,1418390754,2
535,2506,production/2506_3,1418391901,3
536,2506,production/2506_2,1418391909,4
537,2507,production/2507_1,1422226482,0
538,251,production/251_3,1418484499,0
539,251,production/251_4,1418484467,1
540,251,production/251_1,1418484374,2
541,251,production/251_2,1418484456,3
542,252,production/252_3,1418680506,0
543,252,production/252_1,1418680506,1
544,252,production/252_2,1418680510,2
545,252,production/252_4,1418680557,3
546,252,production/252_5,1418680574,4
547,253,production/253_1,1436967980,0
548,253,production/253_2,1436967980,1
549,254,production/254_2,1655289485,0
550,254,production/254_1,1655289484,1
551,254,production/254_4,1421768504,2
552,254,production/254_6,1421768437,3
553,254,production/254_5,1416579974,4
554,2546,production/2546_2,1417708114,0
555,2546,production/2546_1,1418124501,1
556,255,production/255_3,1418389816,0
557,255,production/255_1,1418389836,1
558,255,production/255_2,1418389919,2
559,255,production/255_4,1418389932,3
560,255,production/255_5,1418390276,4
561,256,production/256_1,1417708014,0
562,256,production/256_2,1417708119,1
563,256,production/256_3,1417708284,2
564,257,production/257_2,1416579987,0
565,257,production/257_3,1416579997,1
566,257,production/257_1,1416580014,2
567,2575,production/2575_1,1418485609,0
568,258,production/258_3,1416579976,0
569,258,production/258_1,1416579987,1
570,258,production/258_5,1416579990,2
571,258,production/258_2,1416580031,3
572,258,production/258_4,1416580061,4
573,2580,production/2580_7,1562087342,0
574,2580,production/2580_9,1562087345,1
575,2580,production/2580_3,1562087344,2
576,2580,production/2580_2,1562087342,3
577,2580,production/2580_8,1562087340,4
578,2580,production/2580_5,1562087338,5
579,2580,production/2580_6,1562087336,6
580,2580,production/2580_10,1562087337,7
581,2580,production/2580_4,1562087334,8
582,2580,production/2580_1,1419001688,9
583,2588,production/2588_1,1421757602,0
584,259,production/259_5,1417788490,0
585,259,production/259_3,1417788452,1
586,259,production/259_1,1417788396,2
587,259,production/259_4,1417788395,3
588,2593,production/2593_1,1421859972,0
589,26,production/26_2,1549898327,0
590,26,production/26_3,1549898327,1
591,26,production/26_1,1549898325,2
592,260,production/260_1,1432635923,0
593,260,production/260_4,1418484486,1
594,260,production/260_2,1418484440,2
595,261,production/261_1,1418680600,0
596,262,production/262_1,1450197012,0
597,262,production/262_2,1450197013,1
598,262,production/262_3,1450197014,2
599,263,production/263_3,1616494774,0
600,263,production/263_5,1616494764,1
601,263,production/263_6,1616494760,2
602,263,production/263_4,1616494760,3
603,263,production/263_1,1594634515,4
604,263,production/263_2,1583410054,5
605,264,production/264_3,1417788545,0
606,264,production/264_1,1417788530,1
607,264,production/264_4,1417788483,2
608,264,production/264_5,1417788440,3
609,264,production/264_2,1417788422,4
610,265,production/265_4,1418484531,0
611,265,production/265_5,1418484546,1
612,265,production/265_1,1418484553,2
613,266,production/266_5,1417788797,0
614,266,production/266_4,1417788668,1
615,266,production/266_1,1417788640,2
616,266,production/266_2,1417788622,3
617,267,production/267_1,1422377855,0
618,268,production/268_1,1450196505,0
619,27,production/27_4,1418386456,0
620,27,production/27_1,1418386415,1
621,27,production/27_5,1418386389,2
622,27,production/27_2,1418386376,3
623,27,production/27_3,1418386318,4
624,270,production/270_4,1419001677,0
625,270,production/270_1,1419001680,1
626,270,production/270_3,1419001680,2
627,270,production/270_5,1419001682,3
628,270,production/270_2,1419001684,4
629,272,production/272_2,1418487809,0
630,272,production/272_1,1418487849,1
631,272,production/272_4,1418487859,2
632,272,production/272_5,1418487931,3
633,272,production/272_3,1418487927,4
634,274,production/274_1,1421769214,0
635,273,production/273_1,1418484611,0
636,273,production/273_2,1418484593,1
637,273,production/273_3,1418484560,2
638,275,production/275_1,1528218614,0
639,276,production/276_1,1479464853,0
640,2778,production/2778_1,1422264466,0
641,278,production/278_4,1418491516,0
642,278,production/278_2,1418491517,1
643,278,production/278_3,1418491529,2
644,278,production/278_5,1418491541,3
645,278,production/278_1,1422438306,4
646,279,production/279_2,1418484642,0
647,279,production/279_3,1418484638,1
648,279,production/279_1,1418484629,2
649,28,production/28_1,1418412309,0
650,281,production/281_1,1417707918,0
651,281,production/281_3,1417708039,1
652,281,production/281_5,1417708151,2
653,281,production/281_2,1417708217,3
654,281,production/281_4,1417708356,4
655,283,production/283_5,1418487949,0
656,283,production/283_3,1418487926,1
657,283,production/283_2,1418487936,2
658,283,production/283_1,1418487914,3
659,283,production/283_4,1418487932,4
660,282,production/282_1,1418491764,0
661,287,production/287_1,1436967979,0
662,287,production/287_2,1436967980,1
663,288,production/288_2,1418680553,0
664,288,production/288_1,1418680562,1
665,288,production/288_3,1418680596,2
666,288,production/288_4,1418680596,3
667,288,production/288_5,1418680616,4
668,284,production/284_1,1421771708,0
669,284,production/284_2,1421771706,1
670,284,production/284_3,1421771704,2
671,289,production/289_4,1418680667,0
672,289,production/289_3,1418680677,1
673,289,production/289_5,1418680678,2
674,289,production/289_8,1418680678,3
675,289,production/289_2,1421950146,4
676,289,production/289_1,1421950159,5
677,29,production/29_6,1659633914,0
678,29,29_3,1659537180,1
679,29,production/29_5,1418490674,2
680,29,production/29_2,1418490635,3
681,290,production/290_4,1567504184,0
682,290,production/290_5,1552045353,1
683,290,production/290_1,1552045316,2
684,290,production/290_3,1552045215,3
685,290,production/290_2,1552045211,4
686,291,production/291_1,1421772874,0
687,291,production/291_3,1421772870,1
688,291,production/291_2,1421772868,2
689,291,production/291_4,1421772866,3
690,294,production/294_2,1416580023,0
691,294,production/294_1,1416580078,1
692,294,production/294_3,1416580099,2
693,293,production/293_1,1418484736,0
694,295,production/295_1,1418484805,0
695,295,production/295_4,1418484831,1
696,295,production/295_3,1418484837,2
697,295,production/295_2,1418484807,3
698,296,production/296_3,1416580104,0
699,296,production/296_1,1416580076,1
700,296,production/296_2,1416580071,2
701,297,production/297_3,1479463356,0
702,297,production/297_2,1479463348,1
703,297,production/297_1,1479463339,2
704,297,production/297_4,1418389985,3
705,298,production/298_1,1422264627,0
706,3,production/3_2,1417787774,0
707,3,production/3_4,1417787814,1
708,3,production/3_1,1417787831,2
709,3,production/3_3,1417787876,3
710,3,production/3_5,1417787892,4
711,299,production/299_8,1523882839,0
712,299,production/299_7,1523882837,1
713,299,production/299_6,1523882835,2
714,299,production/299_5,1523882834,3
715,299,production/299_9,1523882834,4
716,299,production/299_10,1523882832,5
717,299,production/299_1,1523882831,6
718,299,production/299_3,1418484847,7
719,299,production/299_2,1418484841,8
720,299,production/299_4,1418484817,9
721,30,production/30_2,1418386298,0
722,30,production/30_3,1418386424,1
723,30,production/30_1,1418386443,2
724,300,production/300_4,1418488038,0
725,300,production/300_3,1418488103,1
726,300,production/300_5,1418488074,2
727,300,production/300_2,1418488106,3
728,300,production/300_1,1418488082,4
729,301,production/301_1,1417788753,0
730,302,production/302_1,1418485020,0
731,302,production/302_3,1418484991,1
732,302,production/302_2,1418484973,2
733,303,production/303_4,1418680747,0
734,303,production/303_5,1418680767,1
735,303,production/303_2,1418680772,2
736,303,production/303_1,1418680778,3
737,303,production/303_3,1418680799,4
738,304,production/304_4,1418491787,0
739,304,production/304_2,1418491732,1
740,304,production/304_5,1418491704,2
741,304,production/304_3,1418491568,3
742,304,production/304_1,1418491560,4
743,305,production/305_8,1505404269,0
744,305,production/305_7,1505404298,1
745,305,production/305_6,1505404272,2
746,305,production/305_5,1505404280,3
747,305,production/305_4,1505404267,4
748,305,production/305_3,1505404278,5
749,305,production/305_1,1505404287,6
750,305,production/305_2,1418484937,7
751,306,production/306_1,1418488070,0
752,306,production/306_3,1418488139,1
753,306,production/306_2,1418488128,2
754,306,production/306_4,1418488225,3
755,306,production/306_5,1418488220,4
756,307,production/307_3,1417708362,0
757,307,production/307_5,1417708312,1
758,307,production/307_4,1417708206,2
759,307,production/307_1,1417708037,3
760,307,production/307_2,1417707962,4
761,31,production/31_2,1418386460,0
762,31,production/31_3,1418386424,1
763,31,production/31_4,1418386403,2
764,31,production/31_5,1418386333,3
765,31,production/31_1,1418386297,4
766,310,production/310_3,1418390394,0
767,310,production/310_2,1418390389,1
768,310,production/310_1,1418389824,2
769,311,production/311_1,1421832887,0
770,312,production/312_1,1418390437,0
771,314,production/314_1,1422369710,0
772,315,production/315_1,1418484987,0
773,316,production/316_1,1418680736,0
774,317,production/317_3,1418680824,0
775,317,production/317_2,1418680840,1
776,317,production/317_7,1418680874,2
777,317,production/317_5,1418680875,3
778,317,production/317_1,1418680875,4
779,317,production/317_8,1418680917,5
780,317,production/317_4,1418680926,6
781,318,production/318_2,1418485078,0
782,318,production/318_3,1418485077,1
783,318,production/318_1,1418485044,2
784,318,production/318_4,1418485100,3
785,319,production/319_1,1418390400,0
786,319,production/319_2,1418390424,1
787,32,production/32_2,1418386792,0
788,32,production/32_1,1418386739,1
789,32,production/32_4,1418386729,2
790,32,production/32_3,1418386726,3
791,32,production/32_5,1418386719,4
792,320,production/320_5,1418680970,0
793,320,production/320_4,1418680957,1
794,320,production/320_6,1418680956,2
795,320,production/320_2,1418680934,3
796,320,production/320_3,1418680932,4
797,320,production/320_1,1418680895,5
798,321,production/321_3,1418390475,0
799,321,production/321_4,1418390465,1
800,321,production/321_1,1418390444,2
801,321,production/321_5,1418390443,3
802,321,production/321_2,1418390434,4
803,323,production/323_3,1561462079,0
804,323,production/323_2,1561462079,1
805,323,production/323_1,1561462077,2
806,324,production/324_2,1418485096,0
807,324,production/324_1,1418485144,1
808,325,production/325_1,1418390473,0
809,325,production/325_2,1418390481,1
810,325,production/325_3,1418390488,2
811,326,production/326_5,1418390546,0
812,326,production/326_2,1418390517,1
813,326,production/326_3,1418390513,2
814,326,production/326_4,1418390511,3
815,326,production/326_1,1418390510,4
