_id,place_id,category,name,gift_aid_amount,gift_aid_currency,group_minimum,group_name,standard_amount,standard_currency
1275,538,Manor and Garden,Adult,1320,GBP,,,1200,GBP
1276,538,Manor and Garden,Child,660,GBP,,,600,GBP
1277,538,Manor and Garden,Family,3300,GBP,,,3000,GBP
1278,538,Manor and Garden,Family One Adult,1980,GBP,,,1800,GBP
1279,542,Whole property,Adult,,,,,900,GBP
1280,542,Whole property,Child,,,,,450,GBP
1281,542,Whole property,Family,,,,,2250,GBP
1282,542,Whole property,1 Adult Family,,,,,1350,GBP
1283,545,Whole property,Adult,1210,GBP,,,1100,GBP
1284,545,Whole property,Child,610,GBP,,,550,GBP
1285,545,Whole property,Family,3030,GBP,,,2750,GBP
1286,545,Whole property,"1 adult, 2 children",1820,GBP,,,1650,GBP
1287,545,Whole property,Adult,,,15,Group,1045,GBP
1288,548,Garden and estate,Adult,1540,GBP,,,1400,GBP
1289,548,Garden and estate,Child,770,GBP,,,700,GBP
1290,548,Garden and estate,Family,3850,GBP,,,3500,GBP
1291,548,Garden and estate,One Adult family,2310,GBP,,,2100,GBP
1292,548,Garden and estate,Adult,,,15,Group,1330,GBP
1293,548,Garden and estate,Child,,,15,Group,665,GBP
1294,547,Car park,Car Park,,,,,300,GBP
1295,547,Mill tour from 12th March,Adult,770,GBP,,,700,GBP
1296,547,Mill tour from 12th March,Child,390,GBP,,,350,GBP
1297,547,Mill tour from 12th March,Family,1930,GBP,,,1750,GBP
1298,547,Mill tour from 12th March,One adult family,1160,GBP,,,1050,GBP
1299,546,Whole property,Adult,1210,GBP,,,1100,GBP
1300,546,Whole property,Child,610,GBP,,,550,GBP
1301,546,Whole property,Family,3030,GBP,,,2750,GBP
1302,546,Whole property,1 adult family,1820,GBP,,,1650,GBP
1303,546,Whole property,Adult,,,15,Group,1045,GBP
1304,546,Whole property,Child,,,15,Group,523,GBP
1305,549,Whole property 28 March - 6 November,Adult,1650,GBP,,,1500,GBP
1306,549,Whole property 28 March - 6 November,Child,830,GBP,,,750,GBP
1307,549,Whole property 28 March - 6 November,Family,4130,GBP,,,3750,GBP
1308,549,Whole property 28 March - 6 November,One adult family,2475,GBP,,,2250,GBP
1309,549,Car parking ,Per vehicle,,,,,400,GBP
1310,550,Admission,Adult,880,GBP,,,800,GBP
1311,550,Admission,Child,440,GBP,,,400,GBP
1312,550,Admission,Family,2200,GBP,,,2000,GBP
1313,550,Admission,Family One Adult,1320,GBP,,,1200,GBP
1314,556,Whole property,Adult,1100,GBP,,,1000,GBP
1315,556,Whole property,Child,550,GBP,,,500,GBP
1316,556,Whole property,Family,2750,GBP,,,2500,GBP
1317,556,Whole property,Family 1 Adult,1650,GBP,,,1500,GBP
1318,557,House and garden open from 2 March,Adult,1100,GBP,,,1000,GBP
1319,557,House and garden open from 2 March,Child,550,GBP,,,500,GBP
1320,557,House and garden open from 2 March,Family,2750,GBP,,,2500,GBP
1321,557,House and garden open from 2 March,One adult family,1650,GBP,,,1500,GBP
1322,563,Car parking,Car park all day,,,,,600,GBP
1323,561,Whole property,Adult,830,GBP,,,750,GBP
1324,561,Whole property,Child,420,GBP,,,375,GBP
1325,561,Whole property,Family,2070,GBP,,,1875,GBP
1326,561,Whole property,Adult,,,0,Group,675,GBP
1327,561,Whole property,Child,,,0,Group,340,GBP
1328,566,Whole property,Adult,,,,,750,GBP
1329,566,Whole property,Child,,,,,375,GBP
1330,566,Whole property,Family,,,,,1875,GBP
1331,566,Whole property,1 adult max 3 children,,,,,1125,GBP
1332,567,Whole property,Adult,,,,,500,GBP
1333,567,Whole property,Child,,,,,250,GBP
1334,567,Whole property,Family,,,,,1250,GBP
1335,567,Whole property,1 adult & 2 children,,,,,750,GBP
1336,568,Whole property,Adult,990,GBP,,,900,GBP
1337,568,Whole property,Child,500,GBP,,,450,GBP
1338,568,Whole property,Family,2480,GBP,,,2250,GBP
1339,568,Whole property,1 adult 2 children,1490,GBP,,,1350,GBP
1340,570,Guided House Tour and Garden ,Adult,,,,,1000,GBP
1341,570,Guided House Tour and Garden ,Child,,,,,500,GBP
1342,570,Guided House Tour and Garden ,Family,,,,,2500,GBP
1343,570,Guided House Tour and Garden ,"1 adult, 2 children",,,,,1500,GBP
1344,570,Garden Only,Adult,,,,,500,GBP
1345,570,Garden Only,Child,,,,,250,GBP
1346,570,Garden Only,Family,,,,,1250,GBP
1347,570,Garden Only,"1 adult, 2 children",,,,,750,GBP
1348,571,General Admission ,Adult,1430,GBP,,,1300,GBP
1349,571,General Admission ,Child,720,GBP,,,650,GBP
1350,571,General Admission ,Family,3580,GBP,,,3250,GBP
1351,571,General Admission ,One adult family,2180,GBP,,,1950,GBP
1352,571,General Admission Winter,Adult,940,GBP,,,850,GBP
1353,571,General Admission Winter,Child,470,GBP,,,425,GBP
1354,571,General Admission Winter,Family,2340,GBP,,,2125,GBP
1355,571,General Admission Winter,One adult family,1410,GBP,,,1275,GBP
1356,575,Garden,Adult,990,GBP,,,900,GBP
1357,575,Garden,Child,500,GBP,,,450,GBP
1358,575,Garden,Family,2480,GBP,,,2250,GBP
1359,575,Whole property,Adult,1540,GBP,,,1400,GBP
1360,575,Whole property,Child,770,GBP,,,700,GBP
1361,575,Whole property,Family,3850,GBP,,,3500,GBP
1362,575,Whole property,Adult,,,15,Group,1330,GBP
1363,577,"Hardwick Hall, Gardens and Park",Adult,1760,GBP,,,1600,GBP
1364,577,"Hardwick Hall, Gardens and Park",Child,880,GBP,,,800,GBP
1365,577,"Hardwick Hall, Gardens and Park",Family,4400,GBP,,,4000,GBP
1366,577,"Hardwick Hall, Gardens and Park","1 Adult, 3 Children ",2640,GBP,,,2400,GBP
1367,577,"Hardwick Hall, Gardens and Park",Adult,,,15,Group,1520,GBP
1368,579,Admission,Adult,1870,GBP,,,1700,GBP
1369,579,Admission,Child,940,GBP,,,850,GBP
1370,579,Admission,Family,4680,GBP,,,4250,GBP
1371,579,Admission,"1 adult, 2 children",2810,GBP,,,2550,GBP
1372,579,Admission,Adult,,,14,Group,1615,GBP
1373,579,Admission,Child,,,14,Group,808,GBP
1374,581,House and gardens,Adult,550,GBP,,,500,GBP
1375,581,House and gardens,Child,275,GBP,,,250,GBP
1376,581,House and gardens,Family,1375,GBP,,,1250,GBP
1377,581,House and gardens,Family with 1 adult and up to 3 children ,825,GBP,,,750,GBP
1378,585,Whole property,Adult,720,GBP,,,650,GBP
1379,585,Whole property,Child,360,GBP,,,325,GBP
1380,585,Whole property,Family,1790,GBP,,,1625,GBP
1381,585,Whole property,"1 adult, 2 children",1080,GBP,,,975,GBP
