_id,place_id,category,name,gift_aid_amount,gift_aid_currency,group_minimum,group_name,standard_amount,standard_currency
1,1,Whole property,Adult,,,,,700,GBP
2,1,Whole property,Child,,,,,350,GBP
3,1,Whole property,Family,,,,,1750,GBP
4,1,Whole property,One adult and up to three children,,,,,1050,GBP
5,2,Whole property,Adult,,,,,700,GBP
6,2,Whole property,Child,,,,,350,GBP
7,2,Whole property,Family,,,,,1750,GBP
8,2,Whole property,One Adult Family,,,,,1050,GBP
9,2,Whole property,Adult,,,15,Group,630,GBP
10,2,Whole property,Child,,,15,Group,315,GBP
11,7,House and garden,Adult,,,,,900,GBP
12,7,House and garden,Child,,,,,450,GBP
13,7,House and garden,Family,,,,,2250,GBP
14,7,House and garden,1 Adult family,,,,,1350,GBP
15,8,Car park,Whole day (1 March - 31 October),,,,,800,GBP
16,14,Car Parking,,,,,,800,GBP
17,16,Landscape garden,Adult,1540,GBP,,,1400,GBP
18,16,Landscape garden,Child,770,GBP,,,700,GBP
19,16,Landscape garden,Family,3850,GBP,,,3500,GBP
20,16,Landscape garden,One adult family,2320,GBP,,,2100,GBP
21,16,Landscape garden,Adult,,,15,Group,1330,GBP
22,16,Landscape garden,Child,,,15,Group,665,GBP
23,18,Petworth House and Park,Adult,1760,GBP,,,1600,GBP
24,18,Petworth House and Park,Child,880,GBP,,,800,GBP
25,18,Petworth House and Park,Family,4400,GBP,,,4000,GBP
26,18,Petworth House and Park,Family one adult,2640,GBP,,,2400,GBP
27,15,House tour,Adult,,,,,800,GBP
28,15,House tour,Child,,,,,400,GBP
29,15,House tour,Family,,,,,2000,GBP
30,20,Long Crendon Courthouse,Adult,,,,,500,GBP
31,20,Long Crendon Courthouse,Child,,,,,250,GBP
32,21,House and Garden | Tŷ a’r ardd,Adult,1210,GBP,,,1100,GBP
33,21,House and Garden | Tŷ a’r ardd,Child,610,GBP,,,550,GBP
34,21,House and Garden | Tŷ a’r ardd,Family,3030,GBP,,,2750,GBP
35,21,House and Garden | Tŷ a’r ardd,1 adult and up to 3 children,1820,GBP,,,1650,GBP
36,24,House or Gardens,Adult,830,GBP,,,750,GBP
37,24,House or Gardens,Child,420,GBP,,,375,GBP
38,24,House or Gardens,Family,2070,GBP,,,1875,GBP
39,24,House or Gardens,1 adult,1240,GBP,,,1125,GBP
40,24,Combined ticket - House and Gardens,Adult,1320,GBP,,,1200,GBP
41,24,Combined ticket - House and Gardens,Child,660,GBP,,,600,GBP
42,24,Combined ticket - House and Gardens,Family,3300,GBP,,,3000,GBP
43,24,Combined ticket - House and Gardens,1 adult,1980,GBP,,,1800,GBP
44,25,Sedge Fen,Adult,940,GBP,,,850,GBP
45,25,Sedge Fen,Child,470,GBP,,,425,GBP
46,25,Sedge Fen,Family,2340,GBP,,,2125,GBP
47,25,Sedge Fen,One adult family,1410,GBP,,,1275,GBP
48,25,Sedge Fen,Adult,,,12,Group,760,GBP
49,25,Sedge Fen,Child,,,12,Group,380,GBP
50,25,Car,Cars,,,,,300,GBP
51,29,Whole property ,Adult,1050,GBP,,,950,GBP
52,29,Whole property ,Child,580,GBP,,,475,GBP
53,29,Whole property ,Family,2890,GBP,,,2375,GBP
54,29,Whole property ,"1 Adult, 3 Children",1730,GBP,,,1425,GBP
55,28,Whole property,Adult,880,GBP,,,800,GBP
56,28,Whole property,Child,440,GBP,,,400,GBP
57,28,Whole property,Family,2200,GBP,,,2000,GBP
58,28,Whole property,"Family one adult, two children",1320,GBP,,,1200,GBP
59,33,Entry to Grange Barn ,Adult,,,,,500,GBP
60,33,Entry to Grange Barn ,Child,,,,,250,GBP
61,33,Entry to Grange Barn ,Family,,,,,1250,GBP
62,33,Entry to Grange Barn ,One adult family ,,,,,750,GBP
63,32,Whole property,Adult,,,,,400,GBP
64,32,Whole property,Child,,,,,200,GBP
65,37,Whole Property,Adult,1155,GBP,,,1050,GBP
66,37,Whole Property,Child,578,GBP,,,525,GBP
67,37,Whole Property,Family,2942,GBP,,,2625,GBP
68,37,Whole Property,Group outside normal hours,,,,,1100,GBP
69,37,Whole Property,Adult,,,0,Group,700,GBP
70,37,Grounds Only,Adult,440,GBP,,,400,GBP
71,37,Grounds Only,Child,220,GBP,,,200,GBP
72,37,Grounds Only,Family,1100,GBP,,,1000,GBP
73,37,Grounds Only,Adult,,,0,Group,700,GBP
74,35,Lifeboat Road car parking,,,,,,750,GBP
75,35,Lifeboat Road coach parking,,,,,,5000,GBP
76,35,Lifeboat Road horsebox parking,,,,,,1500,GBP
77,35,Lifeboat Road mini bus parking,,,,,,1800,GBP
78,35,Victoria Road car parking,,,,,,750,GBP
79,36,House,Adult,,,,,600,GBP
80,36,House,Child,,,,,300,GBP
81,36,Tower ,Adult,,,,,300,GBP
82,36,Tower ,Child,,,,,150,GBP
83,38,Whole property 19 March - 30 October,Adult,660,GBP,,,600,GBP
84,38,Whole property 19 March - 30 October,Child,330,GBP,,,300,GBP
85,38,Whole property 19 March - 30 October,Family,1650,GBP,,,1500,GBP
86,38,Whole property 19 March - 30 October,One adult family,990,GBP,,,900,GBP
87,42,Whole property | Eiddo cyfan,Adult,1540,GBP,,,1400,GBP
88,42,Whole property | Eiddo cyfan,Child,770,GBP,,,700,GBP
89,42,Whole property | Eiddo cyfan,Family,3850,GBP,,,3500,GBP
90,42,Whole property | Eiddo cyfan,Adult,,,15,Group,1330,GBP
91,42,Whole property | Eiddo cyfan,Child,,,15,Group,665,GBP
92,45,Whole Property,Adult,1265,GBP,,,1150,GBP
93,45,Whole Property,Child,633,GBP,,,575,GBP
94,45,Whole Property,Family,3163,GBP,,,2875,GBP
95,45,Whole Property,Group outside normal hours,,,,,1300,GBP
96,45,Whole Property,Adult,,,15,Group,900,GBP
97,45,Gardens & Forest Park Only,Adult,770,GBP,,,700,GBP
98,45,Gardens & Forest Park Only,Child,385,GBP,,,350,GBP
99,45,Gardens & Forest Park Only,Family,1925,GBP,,,1750,GBP
100,45,Gardens & Forest Park Only,Adult,,,15,Group,600,GBP
101,48,Garden,Adult,1100,GBP,,,1000,GBP
102,48,Garden,Child,550,GBP,,,500,GBP
103,48,Garden,Family,2750,GBP,,,2500,GBP
104,48,Garden,"1 adult, 3 children",1650,GBP,,,1500,GBP
105,48,Garden,Adult,,,15,Group,950,GBP
106,48,Garden,Child,,,15,Group,470,GBP
107,50,Whole property,Adult,1430,GBP,,,1300,GBP
108,50,Whole property,Child,720,GBP,,,650,GBP
109,50,Whole property,Family,3580,GBP,,,3250,GBP
110,50,Whole property,1 adult family,2150,GBP,,,1950,GBP
111,50,Whole property,Adult,,,15,Group,1235,GBP
112,51,Admission,Adult,990,GBP,,,900,GBP
113,51,Admission,Child,500,GBP,,,450,GBP
114,51,Admission,Family,2480,GBP,,,2250,GBP
115,51,Admission,"1 adult, 2 children",1490,GBP,,,1350,GBP
116,51,Admission,Adult,,,15,Group,855,GBP
117,51,Admission,Child,,,15,Group,428,GBP
118,52,Whole Property,Adult,550,GBP,,,500,GBP
119,52,Whole Property,Child,280,GBP,,,250,GBP
120,52,Whole Property,Family,1380,GBP,,,1250,GBP
121,54,Windmill,Adult,,,,,300,GBP
122,54,Windmill,Child,,,,,150,GBP
123,57,Whole property,Adult,990,GBP,,,900,GBP
124,57,Whole property,Child,500,GBP,,,450,GBP
125,57,Whole property,Family,2480,GBP,,,2250,GBP
126,57,Whole property,1 adult 2 children,1500,GBP,,,1350,GBP
127,57,Whole property,Adult,,,15,Group,800,GBP
128,57,Whole property,Child,,,15,Group,400,GBP
129,59,Whole property,Adult,1100,GBP,,,1000,GBP
130,59,Whole property,Child,550,GBP,,,500,GBP
131,59,Whole property,Family,2750,GBP,,,2500,GBP
132,59,Whole property,1 adult family,1650,GBP,,,1500,GBP
133,59,Whole property,Adult,,,15,Group,950,GBP
134,58,Lighthouse,Adult,830,GBP,,,750,GBP
135,58,Lighthouse,Child,420,GBP,,,375,GBP
136,58,Lighthouse,Family,2070,GBP,,,1875,GBP
137,58,Lighthouse,Family one adult,1240,GBP,,,1125,GBP
138,58,Lighthouse,Adult,,,15,Group,680,GBP
139,58,Lighthouse,Child,,,15,Group,340,GBP
140,60,Whole Property,Adult,1100,GBP,,,1000,GBP
141,60,Whole Property,Child,550,GBP,,,500,GBP
142,60,Whole Property,Family,2750,GBP,,,2500,GBP
143,60,Whole Property,1 adult family,1650,GBP,,,1500,GBP
144,61,Whole property,Adult,1050,GBP,,,950,GBP
145,61,Whole property,Child,523,GBP,,,475,GBP
146,61,Whole property,Family,2620,GBP,,,2375,GBP
147,61,Whole property,Family one adult ,1570,GBP,,,1425,GBP
148,61,Whole property,Adult,,,15,Group,900,GBP
149,61,Whole property,Child,,,15,Group,450,GBP
150,63,House and Garden,Adult,,,,,1000,GBP
151,63,House and Garden,Child,,,,,500,GBP
152,63,House and Garden,Family,,,,,2500,GBP
153,63,House and Garden,1 Adult Family,,,,,1500,GBP
154,63,Garden only,Adult,,,,,700,GBP
155,63,Garden only,Child,,,,,350,GBP
156,63,Garden only,Family,,,,,1750,GBP
157,63,Garden only,Family 1 adult,,,,,1050,GBP
158,62,Car park,Whole day,,,,,800,GBP
159,65,General Admission ,Adult,1430,GBP,,,1300,GBP
160,65,General Admission ,Child,720,GBP,,,650,GBP
161,65,General Admission ,Family,3580,GBP,,,3250,GBP
162,65,General Admission ,One adult family,2180,GBP,,,1950,GBP
163,68,Nunnington Hall,Adult,1050,GBP,,,950,GBP
164,68,Nunnington Hall,Child,525,GBP,,,475,GBP
165,68,Nunnington Hall,Family,2620,GBP,,,2375,GBP
166,68,Nunnington Hall,"Family, one adult",1570,GBP,,,1425,GBP
167,68,Nunnington Hall,Adult,,,0,Group,800,GBP
168,72,House and garden open from 28 Feb,Adult,880,GBP,,,800,GBP
169,72,House and garden open from 28 Feb,Child,440,GBP,,,400,GBP
170,72,House and garden open from 28 Feb,Family,2200,GBP,,,2000,GBP
171,72,House and garden open from 28 Feb,One adult family,1320,GBP,,,1200,GBP
172,73,Car park,Whole day (1 March - 31 October),,,,,800,GBP
173,74,Car parking (March –⁠ October),Car,,,,,500,GBP
174,74,Car parking (November –⁠ February),Car,,,,,300,GBP
175,74,Minibus parking,Minibus,,,,,700,GBP
176,74,Coach parking,Coach parking,,,,,1600,GBP
177,74,Motorbike parking,Motorbike,,,,,200,GBP
178,77,Non-member admission ,Adult,,,,,800,GBP
179,77,Non-member admission ,Child,,,,,400,GBP
180,84,Standard Price,Adult,1540,GBP,,,1400,GBP
181,84,Standard Price,Child,770,GBP,,,700,GBP
182,84,Standard Price,Family,3850,GBP,,,3500,GBP
183,84,Standard Price,"1 adult, 2 children",2310,GBP,,,2100,GBP
184,84,Off Peak (when house is closed*),Adult,1000,GBP,,,900,GBP
185,84,Off Peak (when house is closed*),Child,500,GBP,,,450,GBP
186,84,Off Peak (when house is closed*),Family,2500,GBP,,,2250,GBP
187,85,"House (if capacity), Garden and Parkland ",Adult,1980,GBP,,,1800,GBP
188,85,"House (if capacity), Garden and Parkland ",Child,990,GBP,,,900,GBP
189,85,"House (if capacity), Garden and Parkland ",Family,4950,GBP,,,4500,GBP
190,85,"House (if capacity), Garden and Parkland ","1 adult, 2 children",2970,GBP,,,2700,GBP
191,85,"House (if capacity), Garden and Parkland ",Adult,,,0,Group,1500,GBP
192,86,Whole property,Adult,1320,GBP,,,1200,GBP
193,86,Whole property,Child,660,GBP,,,600,GBP
194,86,Whole property,Family,3300,GBP,,,3000,GBP
195,86,Whole property,Family (one adult),1980,GBP,,,1800,GBP
196,86,Whole property,Adult,,,0,Group,1140,GBP
197,89,House - guided tour only ,Adult,,,,,950,GBP
198,89,House - guided tour only ,Child,,,,,475,GBP
199,89,House - guided tour only ,Family,,,,,2375,GBP
200,89,House - guided tour only ,Family one adult ,,,,,1425,GBP
201,91,Whole property,Adult,1320,GBP,,,1200,GBP
202,91,Whole property,Child,660,GBP,,,600,GBP
203,91,Whole property,Family,3300,GBP,,,3000,GBP
204,91,Whole property,"Family, one adult",1980,GBP,,,1800,GBP
205,91,Whole property,Adult,,,15,Group,1140,GBP
206,91,Whole property,Child,,,15,Group,570,GBP
207,92,Estate ticket ,Adult,940,GBP,,,850,GBP
208,92,Estate ticket ,Child,470,GBP,,,425,GBP
209,92,Estate ticket ,Family,2340,GBP,,,2125,GBP
210,92,Estate ticket ,1 adult + 3 children,1410,GBP,,,1275,GBP
211,94,Garden,Adult,1100,GBP,,,1000,GBP
212,94,Garden,Child,550,GBP,,,500,GBP
213,94,Garden,Family,2750,GBP,,,2500,GBP
214,94,Garden,"1 adult, up to 3 children",1650,GBP,,,1500,GBP
215,94,Garden,Adult,,,0,Group,950,GBP
216,94,Garden,Child,,,0,Group,450,GBP
217,95,Adult,Adult,,,,,600,GBP
218,95,Concession,Adult,,,,,400,GBP
219,97,Whole property,Adult,1650,GBP,,,1500,GBP
220,97,Whole property,Child,830,GBP,,,750,GBP
221,97,Whole property,Family,4130,GBP,,,3750,GBP
222,97,Whole property,1 adult family,2480,GBP,,,2250,GBP
223,99,House,Adult,,,,,600,GBP
224,99,House,Child,,,,,300,GBP
225,99,House,Family,,,,,1500,GBP
226,99,House,Family 1 Adult,,,,,900,GBP
227,102,Garden,Adult,1100,GBP,,,1000,GBP
228,102,Garden,Child,550,GBP,,,500,GBP
229,102,Garden,Family,2750,GBP,,,2500,GBP
230,102,Garden,"1 adult, 3 children",1650,GBP,,,1500,GBP
231,102,Garden,Adult,,,15,Group,950,GBP
232,102,Garden,Child,,,15,Group,475,GBP
233,105,Castle entry ,Adult,600,GBP,,,540,GBP
234,105,Castle entry ,Child,300,GBP,,,270,GBP
235,105,Castle entry ,Family,1500,GBP,,,1350,GBP
236,107,Whole Property from 1st March,Adult,1430,GBP,,,1300,GBP
237,107,Whole Property from 1st March,Child,720,GBP,,,650,GBP
238,107,Whole Property from 1st March,Family,3580,GBP,,,3250,GBP
239,107,Whole Property from 1st March,Family one adult,2150,GBP,,,1950,GBP
240,107,Whole Property from 1st March,Adult,,,10,Group,1250,GBP
241,107,Whole Property from 1st March,Child,,,10,Group,600,GBP
242,108,House and Garden,Adult,,,,,800,GBP
243,108,House and Garden,Child,,,,,400,GBP
244,108,House and Garden,Family,,,,,2000,GBP
245,108,House and Garden,Family one adult ,,,,,1200,GBP
246,110,Whole Property,Adult,1430,GBP,,,1300,GBP
247,110,Whole Property,Child,720,GBP,,,650,GBP
248,110,Whole Property,Family,3580,GBP,,,3250,GBP
249,110,Whole Property,"1 adult, 2 children",2150,GBP,,,1950,GBP
250,109,Godolphin,Adult,1100,GBP,,,1000,GBP
251,109,Godolphin,Child,550,GBP,,,500,GBP
252,109,Godolphin,Family,2750,GBP,,,2500,GBP
253,109,Godolphin,"1 adult, 2 children",1650,GBP,,,1500,GBP
254,109,Godolphin,Adult,,,15,Group,950,GBP
255,109,Godolphin,Child,,,15,Group,470,GBP
256,116,Admission,Adult,1050,GBP,,,950,GBP
257,116,Admission,Child,523,GBP,,,475,GBP
258,116,Admission,Family,2620,GBP,,,2375,GBP
259,116,Admission,Family 1 Adult,,,,,1425,GBP
260,116,Admission,Adult,,,15,Group,903,GBP
261,116,Admission,Child,,,15,Group,451,GBP
262,112,Museum & Gardens,Adult,1210,GBP,,,1100,GBP
263,112,Museum & Gardens,Child,610,GBP,,,550,GBP
264,112,Museum & Gardens,Family,3030,GBP,,,2750,GBP
265,112,Museum & Gardens,"1 adult, 2 children",1820,GBP,,,1650,GBP
266,118,Guided Tour,Adult,,,,,800,GBP
267,118,Guided Tour,Child,,,,,400,GBP
268,117,Whole Property,Adult,1430,GBP,,,1300,GBP
269,117,Whole Property,Child,720,GBP,,,650,GBP
270,117,Whole Property,Family,3580,GBP,,,3250,GBP
271,117,Whole Property,1 adult 2 children,2150,GBP,,,1950,GBP
272,117,Whole Property,Adult,,,0,Group,1235,GBP
273,117,Whole Property,Child,,,0,Group,618,GBP
274,122,Parkland entry charge,Per car (includes NT members) from ,,,,,800,GBP
275,122,"Mansion, Gardens & Farm (Single attraction entry)",Adult,,,,,800,GBP
276,122,"Mansion, Gardens & Farm (Single attraction entry)",Child,,,,,600,GBP
277,122,"Mansion, Gardens & Farm (Single attraction entry)",Family,,,,,2100,GBP
278,122,"Mansion, Gardens & Farm (Single attraction entry)","1 adult, up to 3 children ",,,,,1500,GBP
279,122,"Mansion, Gardens & Farm (Single attraction entry)",Adult,,,15,Group,700,GBP
280,122,"Mansion, Gardens & Farm (Single attraction entry)",Child,,,15,Group,500,GBP
281,120,Car park,Whole day,,,,,800,GBP
282,127,"Inner Farne March, April and August to September",Adult,,,,,820,GBP
283,127,"Inner Farne March, April and August to September",Child,,,,,410,GBP
284,127,"Inner Farne March, April and August to September",Family,,,,,2050,GBP
285,127,"Inner Farne March, April and August to September",Family one adult,,,,,1230,GBP
286,127,"Inner Farne May, June, July",Adult,,,,,1260,GBP
287,127,"Inner Farne May, June, July",Child,,,,,630,GBP
288,127,"Inner Farne May, June, July",Family,,,,,3150,GBP
289,127,"Inner Farne May, June, July",Family one adult,,,,,1890,GBP
290,127,Staple Island 1 May - 31 July,Adult,,,,,1260,GBP
291,127,Staple Island 1 May - 31 July,Child,,,,,630,GBP
292,127,Staple Island 1 May - 31 July,Family,,,,,3150,GBP
293,127,Staple Island 1 May - 31 July,Family 1 adult,,,,,1890,GBP
294,131,Whole Property,Adult,940,GBP,,,850,GBP
295,131,Whole Property,Child,470,GBP,,,425,GBP
296,131,Whole Property,Family,2340,GBP,,,2125,GBP
297,131,Whole Property,1 adult,1410,GBP,,,1275,GBP
298,132,Whole Property Price,Adult,1430,GBP,,,1300,GBP
299,132,Whole Property Price,Child,720,GBP,,,650,GBP
300,132,Whole Property Price,Family,3580,GBP,,,3250,GBP
301,132,Whole Property Price,1 adult family,2150,GBP,,,1950,GBP
302,132,Whole Property Price,Pre-booked School Visits per pupil,,,,,400,GBP
303,132,Whole Property Price,Adult,,,15,Group,1200,GBP
304,133,summer holiday car park charge,,,,,,700,GBP
305,133,summer holiday oversize vehicle car park charge,,,,,,1400,GBP
306,133,summer holiday motorbike car park charge,,,,,,250,GBP
307,133,main season car park charge,,,,,,500,GBP
308,133,coach parking charge MINIMUM FEE,,,,,,2500,GBP
309,133,minibus parking charge MINIMUM FEE,,,,,,2500,GBP
310,133,oversize vehicle car park charge,,,,,,1000,GBP
311,133,motorbike car park charge,,,,,,250,GBP
312,135,Car park,2 hours ,,,,,200,GBP
313,135,Castle and gardens ,Adult,1430,GBP,,,1300,GBP
314,135,Castle and gardens ,Child,720,GBP,,,650,GBP
315,135,Castle and gardens ,Family,3580,GBP,,,3250,GBP
316,135,Castle and gardens ,1 adult 2 children ,2150,GBP,,,1950,GBP
317,135,Garden only (October - March),Adult,,,,,650,GBP
318,135,Garden only (October - March),Child,,,,,350,GBP
319,135,Garden only (October - March),Family,,,,,1625,GBP
320,135,Garden only (October - March),1 adult 2 children ,,,,,975,GBP
321,140,Visitor Experience,Adult,,,,,1300,GBP
322,140,Visitor Experience,Child,,,,,650,GBP
323,140,Visitor Experience,Family,,,,,3250,GBP
324,140,Visitor Experience,One Adult Family,,,,,1950,GBP
325,140,Causeway Coast Way Car Park,Price per car,,,,,1000,GBP
326,142,Garden,Adult,1210,GBP,,,1100,GBP
327,142,Garden,Child,610,GBP,,,550,GBP
328,142,Garden,Family,3030,GBP,,,2750,GBP
329,142,Garden,1 adult family,1820,GBP,,,1650,GBP
330,142,Garden,Adult,,,0,Group,1050,GBP
331,145,Ham House and Garden,Adult,830,GBP,,,750,GBP
332,145,Ham House and Garden,Child,420,GBP,,,375,GBP
333,145,Ham House and Garden,Family,2070,GBP,,,1875,GBP
334,145,Ham House and Garden,Family 1 Adult,1240,GBP,,,1125,GBP
335,143,House and garden ,Adult,1430,GBP,,,1300,GBP
336,143,House and garden ,Child,720,GBP,,,650,GBP
337,143,House and garden ,Family,3580,GBP,,,3250,GBP
338,143,House and garden ,"1 adult, 2 children",2150,GBP,,,1950,GBP
339,143,Garden ,Adult,990,GBP,,,900,GBP
340,143,Garden ,Child,500,GBP,,,450,GBP
341,143,Garden ,Family,2480,GBP,,,2250,GBP
342,143,Garden ,"1 adult, 2 children",1490,GBP,,,1350,GBP
343,146,Whole property,Adult,940,GBP,,,850,GBP
344,146,Whole property,Child,490,GBP,,,440,GBP
345,146,Whole property,Family,2340,GBP,,,2125,GBP
346,146,Whole property,"1 adult, 2 children ",1410,GBP,,,1275,GBP
347,147,General Admission ,Adult,1430,GBP,,,1300,GBP
348,147,General Admission ,Child,720,GBP,,,650,GBP
349,147,General Admission ,Family,3580,GBP,,,3250,GBP
350,147,General Admission ,One adult family,2180,GBP,,,1950,GBP
351,150,Admission,Adult,1430,GBP,,,1300,GBP
352,150,Admission,Child,720,GBP,,,650,GBP
353,150,Admission,Family,3580,GBP,,,3250,GBP
354,150,Admission,Family (1 adult),2150,GBP,,,1950,GBP
355,154,Max 4 hours,,,,,,350,GBP
356,154,All day,,,,,,500,GBP
357,155,Whole property,Adult,,,,,400,GBP
358,155,Whole property,Child,,,,,200,GBP
359,153,NAM 2022 Prices,Adult,650,GBP,,,585,GBP
360,153,NAM 2022 Prices,Child,325,GBP,,,290,GBP
361,153,NAM 2022 Prices,Family,1625,GBP,,,1460,GBP
362,153,NAM 2022 Prices,"Family, 1 adult",975,GBP,,,875,GBP
363,157,Car park,Whole day,,,,,800,GBP
364,158,Whole property,Adult,1430,GBP,,,1300,GBP
365,158,Whole property,Child,720,GBP,,,650,GBP
366,158,Whole property,Family,3580,GBP,,,3250,GBP
367,158,Whole property,Family one adult ,2150,GBP,,,1950,GBP
368,158,Whole property,Adult,,,15,Group,1235,GBP
369,158,Whole property,Child,,,15,Group,610,GBP
370,161,Whole property,Adult,1210,GBP,,,1100,GBP
371,161,Whole property,Child,610,GBP,,,550,GBP
372,161,Whole property,Family,3030,GBP,,,2750,GBP
373,161,Whole property,1 adult family,1820,GBP,,,1650,GBP
374,160,Whole property,Adult,660,GBP,,,600,GBP
375,160,Whole property,Child,330,GBP,,,300,GBP
376,160,Whole property,Family,1650,GBP,,,1500,GBP
377,160,Whole property,Adult,,,10,Group,540,GBP
378,160,Whole property,Child,,,10,Group,270,GBP
379,165,Claydon House and South Lawn,Adult,1100,GBP,,,1000,GBP
380,165,Claydon House and South Lawn,Child,550,GBP,,,500,GBP
381,165,Claydon House and South Lawn,Family,2750,GBP,,,2500,GBP
382,165,Claydon House and South Lawn,Family One Adult,1650,GBP,,,1500,GBP
383,164,Rope Bridge,Adult,,,,,1300,GBP
384,164,Rope Bridge,Child,,,,,650,GBP
385,164,Rope Bridge,Family,,,,,3250,GBP
386,164,Rope Bridge,One Adult Family,,,,,1950,GBP
387,166,Cars,Car,,,,,500,GBP
388,166,Motorcycle,Motorcycle,,,,,100,GBP
389,166,Booked Coaches ,Booked Coaches,,,,,1500,GBP
390,166,Unbooked Coaches ,Unbooked Coaches,,,,,1500,GBP
391,169,Whole property,Adult,,,,,500,GBP
392,169,Whole property,Child,,,,,250,GBP
393,169,Whole property,Family,,,,,1250,GBP
394,169,Whole property,"1 adult, up to 3 children",,,,,750,GBP
395,169,Whole property,Adult,,,10,Group,475,GBP
396,169,Whole property,Child,,,10,Group,238,GBP
397,170,House and Garden (Peak season),Adult,1320,GBP,,,1200,GBP
398,170,House and Garden (Peak season),Child,660,GBP,,,600,GBP
399,170,House and Garden (Peak season),Family,3300,GBP,,,3000,GBP
400,170,House and Garden (Peak season),"1 adult, 2 children ",1980,GBP,,,1800,GBP
401,170,Garden only (Peak season),Adult,1320,GBP,,,1200,GBP
402,170,Garden only (Peak season),Child,660,GBP,,,600,GBP
403,170,Garden only (Peak season),Family,3300,GBP,,,3000,GBP
404,170,Garden only (Peak season),"1 adult, 2 children ",1980,GBP,,,1800,GBP
405,170,House and Garden (off peak),Adult,1320,GBP,,,1200,GBP
406,170,House and Garden (off peak),Child,660,GBP,,,600,GBP
407,170,House and Garden (off peak),Family,3300,GBP,,,3000,GBP
408,170,House and Garden (off peak),"1 adult, 2 children ",1980,GBP,,,1800,GBP
409,170,Garden only (off peak) ,Adult,940,GBP,,,850,GBP
410,170,Garden only (off peak) ,Child,470,GBP,,,425,GBP
411,170,Garden only (off peak) ,Family,2340,GBP,,,2125,GBP
412,170,Garden only (off peak) ,"1 adult, 2 children ",1980,GBP,,,1800,GBP
413,172,Garden,Adult,1430,GBP,,,1300,GBP
414,172,Garden,Child,720,GBP,,,650,GBP
415,172,Garden,Family,3580,GBP,,,3250,GBP
416,172,Garden,"1 adult, up to 3 children (aged 5-17)",2150,GBP,,,1950,GBP
417,172,Parking,Car,,,,,500,GBP
418,171,"Anglesey Abbey, Gardens and Lode Mill",Adult,1650,GBP,,,1500,GBP
419,171,"Anglesey Abbey, Gardens and Lode Mill",Child,830,GBP,,,750,GBP
420,171,"Anglesey Abbey, Gardens and Lode Mill",Family,4130,GBP,,,3750,GBP
421,171,"Anglesey Abbey, Gardens and Lode Mill",1 adult and up to 3 children,2480,GBP,,,2250,GBP
422,171,"Off Peak (Jan, Aug, Nov & After 2pm Daily)",Adult,1100,GBP,,,1000,GBP
423,171,"Off Peak (Jan, Aug, Nov & After 2pm Daily)",Child,550,GBP,,,500,GBP
424,171,"Off Peak (Jan, Aug, Nov & After 2pm Daily)",Family,2750,GBP,,,2500,GBP
425,171,"Off Peak (Jan, Aug, Nov & After 2pm Daily)",1 adult and up to 3 children,1650,GBP,,,1500,GBP
426,177,2022,Adult,1100,GBP,,,1000,GBP
427,177,2022,Child,550,GBP,,,500,GBP
428,177,2022,Family,2750,GBP,,,2500,GBP
429,177,2022,Adult,,,0,Group,900,GBP
430,177,2022,Child,,,0,Group,450,GBP
431,178,Gardens,Adult,1430,GBP,,,1300,GBP
432,178,Gardens,Child,720,GBP,,,650,GBP
433,178,Gardens,Family,3580,GBP,,,3250,GBP
434,178,Gardens,One adult and up to three children,2150,GBP,,,1950,GBP
435,180,House and Garden,Adult,1100,GBP,,,1000,GBP
436,180,House and Garden,Child,550,GBP,,,500,GBP
437,180,House and Garden,Family,2750,GBP,,,2250,GBP
438,180,House and Garden,1 Adult family,1650,GBP,,,1500,GBP
439,180,House and Garden,Adult,,,15,Group,950,GBP
440,180,House and Garden,Child,,,15,Group,475,GBP
441,182,Car park,Whole day (1 March - 31 October),,,,,800,GBP
442,192,"Garden, park, house, chapel, café and shop",Adult,1430,GBP,,,1300,GBP
443,192,"Garden, park, house, chapel, café and shop",Child,720,GBP,,,650,GBP
444,192,"Garden, park, house, chapel, café and shop",Family,3580,GBP,,,3250,GBP
445,192,"Garden, park, house, chapel, café and shop","1 adult, 3 children",2150,GBP,,,1950,GBP
446,192,"Garden, park, house, chapel, café and shop",Adult,,,15,Group,1240,GBP
447,192,"Garden, park, house, chapel, café and shop",Child,,,15,Group,620,GBP
448,194,Max 4 hours,,,,,,350,GBP
449,194,All day,,,,,,500,GBP
450,196,Whole property,Adult,,,,,1100,GBP
451,196,Whole property,Child,,,,,550,GBP
452,196,Whole property,Family,,,,,2750,GBP
453,196,Whole property,1 adult family,,,,,1650,GBP
454,199,Admission (until 30 Oct),Adult,2310,GBP,,,2100,GBP
455,199,Admission (until 30 Oct),Child,1155,GBP,,,1050,GBP
456,199,Admission (until 30 Oct),Family,5775,GBP,,,5250,GBP
457,199,Admission (until 30 Oct),Family (1 adult),3465,GBP,,,3150,GBP
458,199,Admission (from 31 October) ,Adult,1100,GBP,,,1000,GBP
459,199,Admission (from 31 October) ,Child,550,GBP,,,500,GBP
460,199,Admission (from 31 October) ,Family,2750,GBP,,,2500,GBP
461,199,Admission (from 31 October) ,Family (1 adult),1650,GBP,,,1500,GBP
462,200,Car park,Whole day,,,,,800,GBP
463,201,Whole property,Adult,1320,GBP,,,1200,GBP
